CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
3676,687,France,Female,31,2,0.0,2,0,1,145411.39
5776,593,Germany,Female,39,8,151391.68,1,1,0,27274.6
9045,766,Germany,Male,27,5,126285.73,1,1,0,177614.17
6573,647,Germany,Male,35,3,192407.97,1,1,1,40145.28
5179,760,Germany,Male,34,6,121303.77,2,1,1,59325.21
1607,711,France,Male,64,4,0.0,2,1,1,3185.67
3610,580,France,Female,56,1,131368.3,1,1,0,106918.67
9758,556,Germany,Female,43,4,125890.72,1,1,1,74854.97
6635,666,France,Female,59,5,0.0,2,1,1,185123.09
9997,709,France,Female,36,7,0.0,1,0,1,42085.58
791,611,France,Male,49,3,0.0,2,1,1,142917.54
3056,685,France,Male,58,1,104796.54,1,1,1,154181.41
1980,554,France,Female,30,9,0.0,2,1,1,40320.3
3598,720,Germany,Female,37,8,156282.79,1,1,0,45985.52
933,512,Spain,Male,36,1,0.0,1,0,1,135482.26
7424,570,Germany,Male,38,1,127201.58,1,1,0,147168.28
5626,624,Spain,Female,35,7,119656.45,2,1,1,4595.05
1682,620,France,Male,41,0,97925.11,1,1,0,85000.32
4179,716,Spain,Male,33,2,0.0,2,1,1,92916.53
6446,529,Spain,Male,34,9,0.0,1,1,1,93208.22
4116,571,Spain,Female,31,3,0.0,2,1,1,194667.92
988,659,Spain,Male,31,7,149620.88,2,1,1,104533.51
2896,782,France,Female,33,2,94493.03,1,0,1,101866.39
3778,579,Spain,Female,59,3,148021.12,1,1,1,74878.22
5658,747,Spain,Male,41,9,0.0,1,1,0,32430.94
3093,627,Spain,Male,41,5,100880.76,1,0,1,134665.25
3155,641,Spain,Male,32,7,0.0,2,1,1,24267.28
1823,788,Germany,Female,57,8,93716.72,1,1,1,180150.49
9622,590,France,Male,31,8,112211.61,1,1,0,26261.42
1098,790,France,Female,26,4,141581.71,2,0,0,98309.27
2844,606,France,Male,35,2,132164.26,1,0,1,164815.59
3342,712,Germany,Male,53,6,134729.99,2,1,1,132702.64
38,850,France,Male,36,7,0.0,1,1,1,40812.9
6540,571,Germany,Male,33,3,71843.15,1,1,0,26772.04
9473,608,Spain,Male,45,4,0.0,2,0,0,36697.48
3356,687,Germany,Male,41,10,134318.21,2,1,1,198064.52
7813,684,Germany,Female,63,3,81245.79,1,1,0,69643.31
8220,557,France,Male,42,6,177822.03,1,1,0,150944.31
9227,776,France,Female,31,5,0.0,2,1,0,92647.94
2428,524,France,Male,40,2,180516.9,1,1,0,180002.42
5043,712,Spain,Female,44,2,0.0,2,0,0,45738.94
5346,603,France,Male,31,1,129743.75,1,1,0,109145.2
4811,575,Spain,Female,26,7,0.0,2,1,0,112507.63
8476,701,France,Male,51,9,0.0,2,0,0,61961.57
686,715,France,Female,31,2,112212.14,2,1,1,181600.72
4799,551,France,Male,52,1,0.0,1,0,0,63584.55
7437,628,France,Female,29,9,71996.29,1,1,1,34857.46
2353,554,France,Female,26,7,92606.86,2,1,0,192709.69
6353,598,France,Male,35,8,114212.6,1,1,1,74322.85
4569,516,France,Male,33,7,115195.58,1,1,1,11205.5
8213,598,Spain,Male,34,0,104488.17,1,0,1,43249.67
2752,698,Spain,Female,31,8,185078.26,1,0,0,115337.74
8073,777,Germany,Female,34,5,96693.66,1,1,1,172618.52
1040,580,Spain,Male,67,3,153946.14,1,1,1,7418.92
7491,622,France,Male,40,4,99799.76,2,1,0,197372.13
1265,534,France,Female,55,8,116973.26,3,1,0,122066.5
9265,675,France,Female,38,1,104016.88,1,0,0,22068.83
7059,669,Germany,Female,35,4,108269.2,2,1,0,174969.92
277,777,France,Female,53,10,0.0,2,1,0,189992.97
5084,774,France,Male,49,1,142767.39,1,1,1,8214.41
2382,676,France,Male,30,1,128207.23,1,1,1,55400.17
571,651,France,Male,45,1,0.0,1,1,0,67740.08
1435,598,Spain,Male,44,8,0.0,2,1,0,148487.9
5352,695,France,Female,23,1,0.0,2,1,1,141756.32
5445,451,France,Female,36,2,0.0,2,1,1,180142.42
1007,564,France,Male,42,7,99824.45,1,1,1,36721.4
4543,791,Germany,Female,42,10,113657.41,2,0,1,139946.68
8816,685,Spain,Male,31,7,122449.31,2,1,1,180769.55
2064,765,France,Male,44,6,0.0,2,1,1,159899.97
1136,750,France,Male,22,5,0.0,2,0,1,105125.65
5343,727,France,Male,47,7,0.0,2,1,0,193305.35
294,681,France,Male,38,3,0.0,2,1,1,112491.96
2403,641,France,Female,26,4,91547.84,2,0,1,28157.34
3998,639,France,Female,60,5,162039.78,1,1,1,84361.72
3741,738,Germany,Female,29,9,139106.19,1,1,0,141872.05
9222,559,France,Male,28,3,141099.43,1,1,1,15607.27
2719,569,Germany,Female,42,9,146100.75,1,1,0,32574.01
9199,544,France,Female,26,6,0.0,1,1,0,100200.4
5150,515,France,Female,37,0,196853.62,1,1,1,132770.11
2808,654,France,Male,42,7,99263.09,1,1,1,67607.9
556,587,Germany,Male,40,5,138241.9,2,1,0,159418.1
8925,682,Germany,Male,32,2,105163.88,2,1,1,164170.46
4795,483,France,Male,29,9,0.0,1,1,1,81634.45
2469,727,Germany,Male,36,6,140418.81,1,1,1,113033.73
3738,498,Germany,Female,44,2,120702.67,2,1,1,98175.74
4286,781,France,Female,42,3,156555.54,1,1,1,175674.01
2604,540,France,Male,25,5,116160.23,1,1,0,13411.67
362,648,France,Female,50,9,102535.57,1,1,1,189543.19
6924,668,Spain,Male,43,1,147167.25,1,0,0,141679.73
1704,654,France,Female,29,4,96974.97,1,0,1,141404.07
2139,643,France,Female,51,2,105229.53,1,1,0,34967.75
3239,762,Spain,Female,19,6,0.0,2,1,0,55500.17
2383,697,France,Male,42,9,132739.26,2,0,0,174667.65
7314,588,France,Female,36,2,0.0,2,1,0,92536.0
4311,727,Spain,Female,52,1,154733.97,1,1,0,80259.67
1312,542,France,Male,38,8,65942.26,1,1,1,68093.23
3930,622,Germany,Female,52,9,111973.97,1,1,1,162756.29
6183,611,France,Male,53,3,83568.26,1,0,0,1235.49
1591,621,France,Male,39,6,0.0,2,1,1,58883.91
9387,524,France,Male,32,1,144875.71,1,0,0,187740.04
2162,700,France,Female,34,2,76322.69,1,1,0,128136.29
2396,600,France,Female,27,3,0.0,2,0,1,125698.97
317,706,Spain,Male,42,9,0.0,2,1,1,28714.34
5233,731,Germany,Female,49,4,88826.07,1,1,1,33759.41
5068,712,Spain,Female,79,5,108078.56,1,1,1,174118.93
4036,551,France,Male,42,2,139561.46,1,1,0,43435.43
3020,571,France,Female,38,6,107193.82,2,0,0,38962.94
8228,554,France,Female,39,10,160132.75,1,1,0,32824.15
5295,706,Germany,Female,29,6,185544.36,1,1,0,171037.63
3972,536,France,Female,22,5,89492.62,1,0,0,42934.43
5370,682,France,Male,41,6,0.0,2,0,1,134158.09
4133,704,Spain,Male,33,3,0.0,2,1,0,73018.74
974,730,France,Male,34,5,122453.37,2,1,0,138882.98
7291,599,Spain,Male,33,4,51690.89,1,1,0,111622.76
954,665,Spain,Female,42,2,156371.61,2,0,1,156774.94
9306,594,France,Male,37,2,0.0,2,0,1,95864.5
5016,501,France,Female,29,8,0.0,2,1,0,112664.24
9730,586,Germany,Male,38,2,136858.42,1,0,1,189143.94
7490,654,France,Female,35,2,90865.8,1,1,1,86764.46
1640,583,Spain,Male,47,5,102562.23,1,1,0,92708.1
1290,653,Germany,Male,31,9,143321.97,1,1,0,83679.46
1380,625,Germany,Male,26,3,130483.95,1,1,0,122810.53
1933,666,Germany,Male,74,7,105102.5,1,1,1,46172.47
4675,703,Germany,Female,38,9,99167.54,1,1,0,65720.92
892,577,France,Male,42,9,0.0,1,1,0,74077.91
7287,644,Spain,Male,32,3,136659.74,1,1,1,14187.78
4876,657,Spain,Female,27,8,0.0,2,0,0,6468.24
7906,613,Spain,Male,37,3,171653.17,1,0,1,5353.12
8194,632,France,Male,42,4,126115.6,1,1,0,100998.5
9379,690,Spain,Female,26,2,0.0,2,1,1,93255.85
2466,516,Germany,Male,32,3,145166.09,2,0,0,111421.45
7657,573,France,Male,40,7,147754.68,1,1,1,110454.46
1913,757,Germany,Male,30,6,105128.85,2,1,1,62972.13
2736,741,Germany,Male,36,8,116993.43,2,1,0,168816.22
726,580,France,Male,37,9,0.0,2,0,1,77108.66
7214,721,France,Male,36,1,155176.83,2,1,1,49653.37
8245,577,Spain,Male,35,5,110080.3,1,1,1,109794.31
1796,555,France,Male,37,9,124969.13,1,1,0,60194.05
3845,712,France,Male,34,8,114088.32,1,1,0,92794.61
6402,719,France,Male,36,3,155423.17,1,1,1,199841.32
936,775,France,Male,52,8,109922.61,1,1,1,96823.32
2265,623,France,Female,35,5,0.0,2,1,0,101192.08
824,600,Spain,Male,36,4,0.0,2,1,0,143635.36
7274,652,France,Female,34,6,97435.85,2,1,1,104331.76
1389,627,France,Female,55,2,159441.27,1,1,0,100686.11
3564,847,France,Male,51,5,97565.74,1,0,0,144184.06
5429,682,France,Female,48,7,0.0,2,1,0,65069.03
7827,605,France,Male,41,10,0.0,2,0,1,97213.09
5690,577,Spain,Female,39,4,0.0,2,1,0,91366.42
7878,731,France,Female,38,10,123711.73,2,1,0,171340.68
1868,656,France,Male,36,8,97786.08,2,0,1,21478.36
8202,589,Spain,Female,27,4,0.0,2,1,0,144181.48
7486,814,France,Male,49,8,0.0,2,0,0,157822.54
806,793,France,Female,33,0,0.0,1,0,0,175544.02
4805,651,Germany,Male,41,1,90218.11,1,1,0,174337.68
9152,708,Germany,Female,23,4,71433.08,1,1,0,103697.57
7511,757,France,Male,38,0,0.0,1,1,0,83263.06
8056,730,Germany,Female,33,7,130367.87,1,1,0,15142.1
4494,850,Spain,Male,31,6,82613.56,2,1,0,149170.92
2632,638,Spain,Male,48,2,0.0,2,1,1,7919.08
8900,604,France,Female,71,2,0.0,2,1,1,49506.82
8623,430,Germany,Female,38,8,153058.64,1,1,0,99377.27
7832,573,Spain,Male,46,3,65269.23,1,0,1,189988.65
4388,553,Spain,Female,39,1,142876.98,2,1,0,44363.42
145,485,Spain,Female,21,5,113157.22,1,1,1,54141.5
6467,540,France,Female,31,7,0.0,1,0,1,183051.6
2033,665,Spain,Male,41,8,0.0,2,1,0,132152.32
9127,630,Spain,Male,39,10,105473.74,1,0,0,58854.88
1165,712,Germany,Female,49,5,154776.42,2,0,0,196257.68
2050,492,France,Female,49,8,0.0,1,1,1,182865.09
3760,835,Spain,Male,38,7,86824.09,1,0,0,175905.97
4435,698,Germany,Female,64,1,169362.43,1,1,0,84760.32
3430,625,France,Male,37,1,177069.24,2,1,1,96088.54
8190,690,France,Male,47,2,0.0,2,1,0,151375.73
8753,795,France,Male,32,2,117265.21,1,1,1,198317.23
7069,759,France,Female,46,2,0.0,1,1,1,138380.11
4361,781,Germany,Female,48,9,82794.18,1,1,0,124720.68
1771,600,France,Male,37,1,142663.46,1,0,1,88669.89
3511,777,France,Female,42,5,147531.82,1,1,1,38819.45
271,733,Germany,Male,34,3,100337.96,3,1,0,48559.19
8436,834,Spain,Male,40,7,0.0,2,0,0,45038.74
2032,667,Germany,Female,37,5,92171.35,3,1,0,178106.34
9664,726,Germany,Male,30,7,92847.59,1,1,0,146154.06
3810,477,France,Female,30,6,131286.46,1,1,0,194144.45
4346,743,Spain,Male,41,7,0.0,1,1,0,163736.09
545,842,Spain,Female,44,2,112652.08,2,1,0,126644.98
3241,621,Germany,Female,31,8,100375.39,1,1,1,90384.26
8502,530,France,Male,37,8,0.0,2,1,1,287.99
9918,652,Spain,Male,31,1,132862.59,1,0,0,158054.49
7564,598,Germany,Male,38,1,101487.18,1,1,1,75959.1
920,729,France,Male,44,5,0.0,2,0,1,9200.54
9118,710,Spain,Male,23,6,0.0,2,1,1,134188.11
6640,681,France,Male,36,5,141952.07,1,1,1,185144.08
7694,676,Spain,Female,64,4,116954.32,1,1,1,91149.48
8230,758,Germany,Male,32,4,162657.64,2,1,1,115525.13
7126,523,France,Female,26,4,0.0,2,1,0,185488.81
4278,759,Germany,Male,30,4,101802.67,1,0,0,8693.8
2983,523,Germany,Male,35,8,138782.76,1,1,1,186118.93
130,758,France,Female,34,3,0.0,2,1,1,124226.16
7980,497,Spain,Male,27,7,149400.27,1,0,0,167522.19
2667,584,France,Male,35,3,146311.58,1,1,1,105443.47
7138,430,Germany,Female,66,6,135392.31,2,1,1,172852.06
3223,776,Spain,Male,39,2,104349.45,1,0,0,79503.05
7693,770,Germany,Female,46,5,141788.63,2,0,0,164967.21
5392,738,Spain,Male,44,2,0.0,2,1,0,43018.82
614,688,Germany,Male,26,8,146133.39,1,1,1,175296.76
9902,730,France,Female,27,7,0.0,2,1,0,144099.48
1466,633,France,Female,29,7,169988.35,1,1,0,4272.0
4497,713,Spain,Female,47,1,0.0,1,1,0,107825.08
3042,835,Germany,Female,29,10,130420.2,2,0,0,106276.55
2419,580,Spain,Female,57,0,136820.99,1,0,1,108528.74
5085,547,Germany,Male,49,8,121537.71,2,1,0,46521.45
3294,528,Germany,Male,39,0,127631.62,1,0,1,22197.8
6737,715,Spain,Male,38,2,96798.79,2,1,1,4554.67
1500,630,France,Male,50,1,81947.76,1,0,1,63606.22
1521,507,Spain,Female,29,6,0.0,2,0,1,94780.9
9117,703,France,Female,32,6,0.0,2,0,0,33606.52
4232,745,France,Male,47,5,0.0,2,0,0,145789.71
7686,718,France,Male,48,9,0.0,2,1,1,72105.63
4430,588,Spain,Male,59,4,0.0,2,1,1,27435.41
390,712,Germany,Female,29,7,147199.07,1,1,1,84932.4
9858,507,Germany,Male,40,3,120105.43,1,1,0,92075.01
7124,596,Germany,Male,34,4,99441.21,2,0,1,4802.27
5913,679,Spain,Male,42,2,0.0,1,1,1,168294.27
8592,719,Spain,Female,40,9,0.0,2,1,0,182224.14
4806,697,France,Female,33,1,87347.7,1,1,0,172524.51
8954,664,France,Male,54,8,0.0,1,1,1,162719.69
8238,679,Spain,Female,40,7,0.0,2,1,1,163757.29
8044,835,France,Male,23,9,0.0,1,1,0,19793.73
9782,509,France,Male,18,7,102983.91,1,1,0,171770.58
3993,696,Spain,Male,40,3,153639.11,1,1,1,138351.68
9551,694,Germany,Male,31,4,141989.27,2,1,0,26116.82
6609,748,France,Female,41,2,91621.69,1,1,1,71139.31
5319,645,Germany,Male,25,1,157404.02,2,1,0,93073.04
7119,621,France,Male,31,7,136658.61,1,1,1,148689.13
2421,653,Germany,Female,25,2,158266.42,3,1,1,199357.24
5604,602,France,Male,49,0,191808.73,1,0,0,97640.2
1750,601,Germany,Female,33,7,114430.18,2,1,1,153012.13
9015,573,Spain,Male,41,5,0.0,2,0,1,14479.29
9718,710,Spain,Male,62,3,131078.42,2,1,0,119348.76
338,805,Spain,Female,39,5,165272.13,1,1,0,14109.85
8407,726,France,Male,28,2,0.0,1,0,0,98060.51
1341,794,France,Female,41,7,176845.41,3,1,0,166526.26
9544,648,Germany,Female,37,7,138503.51,2,1,0,57215.85
7982,545,Germany,Male,33,1,132527.9,2,0,1,107429.71
3640,638,Germany,Female,39,0,122501.28,2,1,1,95007.8
329,664,Germany,Male,26,7,116244.14,2,1,1,95145.14
8828,824,Spain,Female,38,3,0.0,2,1,0,192800.25
3004,596,Germany,Male,47,5,140187.1,2,1,1,174311.3
6960,673,France,Male,39,7,82255.51,2,1,0,109545.56
4090,503,France,Female,37,8,0.0,2,1,1,97893.32
2322,567,Spain,Female,41,1,0.0,2,1,0,3414.72
6667,622,Spain,Female,26,8,0.0,2,1,1,124964.82
7009,672,France,Female,28,6,0.0,1,0,1,8814.69
4197,515,France,Female,58,2,131852.81,1,1,0,81436.68
3549,675,France,Female,61,5,62055.17,3,1,0,166305.16
8363,557,Germany,Male,57,1,120043.13,1,1,0,132370.75
4203,791,France,Female,52,7,0.0,1,1,1,122782.5
9310,651,Spain,Male,47,2,0.0,2,1,1,119808.64
8936,567,France,Male,54,9,96402.96,1,0,0,52035.29
6185,699,Germany,Male,36,6,147137.74,1,1,1,33687.9
1639,504,Germany,Male,32,8,170291.22,2,0,1,15658.99
60,742,Germany,Male,35,5,136857.0,1,0,0,84509.57
1240,579,France,Male,36,9,129829.59,1,1,1,60906.12
5760,528,Spain,Male,23,7,104744.89,1,1,0,170262.97
5136,717,Germany,Female,64,10,98362.35,2,1,1,21630.21
2343,706,Germany,Male,38,5,163034.82,2,1,1,135662.17
2120,618,Germany,Female,54,4,118449.21,1,1,1,133573.29
1524,796,France,Male,51,6,0.0,2,0,1,194733.28
7617,502,France,Male,33,7,0.0,2,0,1,4082.52
153,539,France,Male,37,2,127609.59,1,1,0,98646.22
481,525,France,Female,23,5,0.0,2,1,0,160249.1
6122,619,France,Male,44,3,116967.68,1,1,0,5075.17
7674,665,France,Male,28,8,137300.23,1,1,0,90174.83
7101,831,Spain,Female,44,10,0.0,1,0,1,47729.33
1762,758,France,Female,34,1,154139.45,1,1,1,60728.89
7715,517,France,Male,62,1,43772.66,3,1,0,187756.24
9081,736,France,Male,54,7,111729.47,2,0,1,84920.49
7479,567,Spain,Male,35,8,153137.74,1,1,0,88659.07
6212,730,Spain,Female,62,2,0.0,2,1,1,162889.1
4853,684,France,Female,41,6,135203.81,2,1,1,121967.88
2711,608,France,Female,28,9,0.0,2,1,1,125062.02
6766,638,Germany,Female,33,5,129335.65,1,1,1,56585.2
4150,761,France,Female,33,6,138053.79,2,1,0,148779.41
1333,539,Germany,Female,38,8,82407.51,1,1,0,13123.41
8378,614,Germany,Female,37,6,96340.81,2,1,1,139377.24
9389,538,France,Female,32,2,0.0,1,1,1,80130.54
9707,642,France,Female,41,7,115171.71,1,1,1,37674.47
9121,618,France,Female,40,0,0.0,1,1,0,119059.13
3850,680,France,Male,34,3,143292.95,1,1,0,66526.01
8340,553,Germany,Female,25,7,128524.19,2,1,0,20682.46
4124,678,France,Male,26,5,111128.04,1,1,0,60941.27
8963,741,France,Male,52,1,171236.3,2,0,0,21834.4
4788,757,Spain,Female,44,9,0.0,2,1,0,177528.92
2866,727,France,Female,26,9,121508.28,1,1,1,146785.44
1386,758,France,Female,42,7,0.0,2,0,1,76209.56
5941,612,France,Female,33,0,64900.32,2,1,0,102426.12
3067,806,Germany,Male,31,10,138653.51,1,1,0,190803.37
9058,470,Spain,Female,48,6,140576.11,1,1,1,116971.05
3629,671,France,Female,48,8,115713.84,2,0,0,83210.84
9455,689,Spain,Female,55,4,0.0,2,1,1,58442.25
8949,731,Spain,Male,46,10,0.0,2,1,0,153015.42
3028,697,Germany,Female,48,2,108128.96,2,1,1,103944.37
2969,681,France,Male,34,7,0.0,2,0,0,130686.59
8646,470,France,Female,25,8,127974.06,2,1,1,183259.35
6136,780,Spain,Female,33,6,145580.61,1,1,1,154598.56
8801,510,France,Female,52,6,191665.21,1,1,1,131312.56
4263,746,Spain,Male,24,10,68781.82,1,0,1,47997.39
645,673,France,Female,34,8,42157.08,1,1,0,20598.59
9653,527,Germany,Male,58,3,137318.42,1,1,1,126144.96
2074,661,Germany,Male,44,1,141136.62,1,1,0,189742.78
341,659,France,Male,31,4,118342.26,1,0,0,161574.19
8041,698,Spain,Female,50,1,0.0,4,1,0,88566.9
1622,697,France,Female,25,4,165686.11,2,1,0,15467.98
7141,755,Germany,Female,38,1,82083.52,1,0,1,10333.78
5796,554,Spain,Female,45,4,0.0,2,1,1,193412.05
7184,720,Germany,Male,23,0,187861.18,2,1,1,104120.17
8232,582,Spain,Male,25,9,148042.97,2,1,0,52341.15
5475,612,Germany,Male,42,5,141927.1,1,1,1,43018.98
9252,451,France,Female,31,7,140931.82,1,0,1,20388.77
74,519,France,Male,36,9,0.0,2,0,1,145562.4
8633,767,France,Female,35,2,0.0,2,0,0,144251.38
9229,847,Germany,Female,35,5,111743.43,1,1,1,183584.14
2051,712,France,Female,37,1,106881.5,2,0,0,169386.81
2541,611,France,Female,61,3,131583.59,4,0,1,66238.23
1301,643,Spain,Male,34,3,83132.09,1,1,1,21360.88
5877,474,France,Male,26,6,0.0,2,0,0,152491.22
7368,850,Germany,Female,36,3,169025.83,1,1,0,174235.06
1304,718,France,Female,31,0,118100.59,2,1,0,103165.15
8428,548,Germany,Female,36,2,108913.84,2,1,1,140460.01
9094,595,Germany,Female,32,0,92466.21,1,1,0,4721.3
2599,550,Spain,Male,62,7,80927.56,1,0,1,64490.67
2573,689,Spain,Male,40,2,0.0,2,1,1,164768.82
3186,637,Germany,Female,36,10,145750.45,2,1,1,96660.76
2768,669,France,Male,26,4,0.0,2,1,1,197594.34
4831,660,France,Male,35,7,0.0,2,1,0,13218.6
4223,726,Germany,Female,51,8,107494.86,2,1,0,140937.91
9649,715,France,Female,38,0,0.0,2,1,1,332.81
2106,637,Germany,Female,55,1,123378.2,1,1,0,81431.99
2679,520,Spain,Female,35,4,115680.81,1,1,1,90280.7
1387,725,France,Male,66,4,86459.8,1,1,1,141476.56
8931,678,France,Female,55,5,0.0,1,0,1,196794.11
9659,821,Germany,Male,42,3,87807.29,2,1,1,64613.81
7083,665,Spain,Female,32,10,0.0,1,1,1,22487.45
1279,521,France,Female,39,6,0.0,2,0,1,27375.15
804,850,France,Male,39,4,127771.35,2,0,1,151738.54
1555,658,France,Female,40,7,140596.95,1,0,1,135459.02
9486,753,France,Male,32,6,177729.13,1,1,1,161642.08
4566,652,France,Female,40,4,79927.36,2,1,1,33524.6
9669,674,France,Male,37,3,0.0,1,1,0,158049.9
4841,587,Germany,Female,44,5,125584.17,2,1,1,41852.24
3594,652,Germany,Female,37,9,145219.3,1,1,0,159132.83
6035,617,France,Male,34,1,61687.33,2,1,0,105965.25
6852,600,France,Female,37,4,0.0,3,1,0,7312.25
8705,742,France,Female,35,2,79126.17,1,1,1,126997.53
4177,709,France,Female,32,7,0.0,2,1,1,199418.02
1308,710,France,Male,33,10,118327.17,2,1,1,192928.82
3452,757,France,Male,57,3,89079.41,1,1,1,53179.21
3695,571,France,Male,40,10,112896.86,1,1,1,121402.53
4242,526,Germany,Male,50,5,124233.24,1,0,1,159456.87
2198,473,Spain,Male,48,8,0.0,2,1,0,71139.8
4425,717,France,Female,28,1,90537.16,1,0,1,74800.99
6150,632,Germany,Male,41,8,127205.32,4,1,0,93874.87
943,675,Germany,Female,29,8,121326.42,1,1,0,133457.52
822,642,Spain,Male,34,8,0.0,1,1,0,72085.1
5005,733,France,Male,48,5,0.0,1,0,1,117830.57
6612,502,France,Female,64,3,139663.37,1,0,1,100995.11
8356,731,Spain,Female,26,3,0.0,2,1,0,37697.29
5619,785,Spain,Male,41,7,0.0,2,1,1,199108.88
4547,850,Germany,Male,37,9,122506.38,1,0,1,199693.84
2538,723,Spain,Male,38,6,0.0,2,1,1,94415.6
5207,777,Germany,Female,37,10,121532.17,2,1,1,73464.88
9514,845,France,Female,28,9,0.0,2,1,1,56185.98
9009,751,Germany,Male,54,9,156367.6,2,0,1,116179.92
3054,540,Spain,Male,67,1,88382.01,1,0,1,59457.0
3675,727,France,Male,32,1,59271.82,1,1,1,46019.43
7776,736,France,Female,63,10,0.0,2,0,1,502.7
7218,757,France,Male,36,7,144852.06,1,0,0,130861.95
6722,662,France,Male,29,5,147092.65,1,1,0,10928.3
3300,677,Germany,Male,28,0,143988.0,2,1,0,8755.69
3310,506,Spain,Male,50,3,0.0,2,1,0,12016.79
7221,625,France,Male,41,6,97663.16,2,1,0,57128.78
8519,631,France,Male,29,7,0.0,2,0,1,125877.22
5954,850,France,Male,33,0,124781.67,1,0,1,33700.52
832,732,Germany,Female,29,1,154333.82,1,1,1,138527.56
3462,428,France,Female,62,1,107735.93,1,0,1,58381.77
7643,722,Spain,Female,32,4,0.0,2,1,1,113666.48
54,601,Germany,Male,42,1,98495.72,1,1,0,40014.76
3451,607,France,Female,21,0,0.0,2,1,0,116106.52
6305,726,Germany,Female,33,7,99046.31,2,1,1,56053.06
1481,592,Spain,Male,38,8,0.0,2,1,0,180426.2
4873,581,France,Male,37,7,0.0,2,1,1,74320.75
8038,613,Germany,Female,50,5,101242.98,2,1,0,12493.61
3335,581,Spain,Female,31,6,0.0,2,1,0,188377.21
6016,850,Germany,Male,38,7,101985.81,2,0,0,43801.27
4926,674,Germany,Female,36,6,100762.64,1,1,0,182156.86
5797,699,France,Male,37,10,0.0,2,0,0,83263.04
9831,705,Germany,Female,48,1,156848.13,2,1,1,99475.95
5083,653,Spain,Female,38,9,149571.94,1,1,0,118383.18
6645,850,France,Male,37,4,126872.6,1,1,0,197266.58
5490,655,Spain,Female,78,2,0.0,2,0,1,188435.38
768,684,Spain,Male,41,2,119782.72,2,0,0,120284.67
2065,626,France,Male,33,8,0.0,2,1,0,138504.28
9500,739,Spain,Female,27,8,98926.4,1,1,1,106969.98
7311,707,France,Male,37,1,0.0,2,0,1,6035.51
8477,556,Germany,Male,42,0,115915.53,2,0,1,125435.47
4524,676,France,Male,38,8,0.0,2,1,1,133692.88
2717,775,Germany,Male,70,6,119684.88,2,1,1,74532.02
2079,562,France,Male,45,6,136855.24,1,1,0,46864.0
8914,429,France,Female,39,6,48023.83,1,1,0,74870.99
951,789,Germany,Male,33,8,151607.56,1,1,0,4389.4
8058,484,France,Female,50,2,90408.16,2,0,0,48170.57
2482,567,Spain,Male,40,4,118628.8,1,0,0,91973.63
1759,584,France,Male,35,9,0.0,2,1,0,192381.21
4422,648,Germany,Female,28,8,90371.09,1,1,1,146851.73
6704,436,Germany,Male,45,3,104339.11,2,1,1,183540.22
5182,670,France,Female,31,2,57530.06,1,1,1,181893.31
8533,706,France,Male,34,8,0.0,2,1,1,37479.97
3701,603,France,Male,46,2,0.0,2,1,1,59563.49
4243,768,France,Female,26,5,51116.26,1,1,1,70454.79
688,625,France,Female,51,7,136294.97,1,1,0,38867.46
3432,790,France,Male,26,5,0.0,1,1,0,20510.79
4944,630,France,Male,53,5,138053.67,1,0,1,114110.97
966,563,France,Female,34,6,139810.34,1,1,1,152417.79
9484,813,Germany,Male,30,1,116416.94,1,0,1,85808.22
2713,763,Spain,Male,67,9,148564.66,1,0,1,87236.4
4757,743,Spain,Female,36,8,92716.96,1,1,1,33693.78
9545,721,Spain,Male,57,1,0.0,1,1,1,195940.96
6320,618,Spain,Male,32,5,133476.09,1,0,1,154843.4
5975,614,France,Male,44,6,0.0,2,0,1,104930.46
3572,697,Germany,Male,31,3,108805.42,2,0,1,123825.83
5299,543,France,Female,71,1,104308.77,1,1,1,25650.04
1990,841,Spain,Male,41,1,0.0,2,0,1,193093.77
1205,780,France,Male,76,10,121313.88,1,0,1,64872.33
4971,681,Spain,Male,30,2,128393.29,1,1,1,180593.45
6783,603,France,Male,31,4,0.0,2,0,1,9607.1
3600,506,France,Female,57,6,0.0,2,0,1,194421.12
6490,760,France,Male,34,2,0.0,2,1,0,164162.44
8609,678,France,Male,40,1,0.0,2,1,1,187343.4
9978,774,France,Male,40,9,93017.47,2,1,0,191608.97
8070,791,Germany,Male,31,1,130240.33,1,0,0,96546.55
8577,754,Germany,Male,65,1,136186.44,1,1,1,121529.59
7973,592,Germany,Male,31,7,124593.23,1,1,0,86079.67
1625,680,France,Male,44,3,0.0,2,1,0,86935.08
536,639,Germany,Male,35,10,128173.9,2,1,0,59093.39
8766,649,Spain,Female,36,6,86607.39,1,0,0,19825.09
7970,850,France,Male,30,6,86449.39,1,1,1,188809.23
4212,627,Spain,Female,25,4,0.0,1,1,1,194313.93
6456,606,France,Male,31,10,0.0,2,1,0,195209.4
3507,761,France,Male,36,9,127637.92,1,1,1,81062.93
8393,769,Germany,Male,60,9,148846.39,1,1,0,192831.67
7112,670,Germany,Female,35,2,79585.96,1,0,1,198802.9
2708,630,Spain,Female,21,1,85818.18,1,1,1,133102.3
5031,769,Germany,Female,34,7,137239.17,1,1,1,71379.92
6514,563,Spain,Male,26,7,0.0,2,0,0,6139.74
